Population ID (Patch ID),Actual Population ID,Plant #,"Pollinia Removed (Inflorescence 1, Flower 1)","Pollinia Removed (Inflorescence 1, Flower 2)","Pollinia Removed (Inflorescence 1, Flower 3)","Pollinia Removed (Inflorescence 2, Flower 1)","Pollinia Removed (Inflorescence 2, Flower 2)","Pollinia Removed (Inflorescence 2, Flower 3)","Pollinia Removed (Inflorescence 3, Flower 1)","Pollinia Removed (Inflorescence 3, Flower 2)","Pollinia Removed (Inflorescence 3, Flower 3)",Area (sq m),Plants Present,Weevil Attack/Eggs,2011 NLCD Land Use/Land Cover within 200 m,Notes,"Population Age Stage (Early, Middle, Late)",Pods Seen,Date Found,Latitude,Longitude,Longitude,Longitude,Longitude,Longitude,Longitude,Longitude,Longitude,Longitude,Longitude,Longitude,Date Revisited,Height (cm),Pods Produced,Peduncles,Leaf collected?,"Leaf collected? 1 = yes, 0 = no",Seeds collected?,"Seeds collected? 1 = yes, 0 = no",Notes
AS072,MW058,5,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,250,36,N,"Developed, High Intensity
Developed, Medium Intensity","55, 57 Hager Ave. Patch at #69 were not planted by current owners.",Late,0,7/25/2018,43.670454,-79.482484,,,,,,,,,,,9/9/2018,N/A,N/A,N/A,N/A,0,N/A,0,"Most people not home; return to house #55 to collect material from garden. One pod collected from #65 because owner was friendly the first time but since they weren't home, we didn't do any more collection. Return if we need more leaf tissue"
AS073,MW059,1,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,1,5,N,"Developed, Medium Intensity
Developed, Open Space
Deciduous Forest","25 Canerouth Dr, Etobicoke. Not sure if planted.",Not sure,0,7/27/2018,43.646988,-79.583587,,,,,,,,,,,9/12/2018,N/A,N/A,N/A,N/A,0,N/A,0,None of the gardens had milkweed; might have missed it
AS073,MW059,2,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,1,5,N,"Developed, Medium Intensity
Developed, Open Space
Deciduous Forest","25 Canerouth Dr, Etobicoke. Not sure if planted.",Not sure,0,7/27/2018,43.646988,-79.583587,,,,,,,,,,,9/12/2018,N/A,N/A,N/A,N/A,0,N/A,0,None of the gardens had milkweed; might have missed it
AS073,MW059,3,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,1,5,N,"Developed, Medium Intensity
Developed, Open Space
Deciduous Forest","25 Canerouth Dr, Etobicoke. Not sure if planted.",Not sure,0,7/27/2018,43.646988,-79.583587,,,,,,,,,,,9/12/2018,N/A,N/A,N/A,N/A,0,N/A,0,None of the gardens had milkweed; might have missed it
AS073,MW059,4,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,1,5,N,"Developed, Medium Intensity
Developed, Open Space
Deciduous Forest","25 Canerouth Dr, Etobicoke. Not sure if planted.",Not sure,0,7/27/2018,43.646988,-79.583587,,,,,,,,,,,9/12/2018,N/A,N/A,N/A,N/A,0,N/A,0,None of the gardens had milkweed; might have missed it
AS073,MW059,5,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,1,5,N,"Developed, Medium Intensity
Developed, Open Space
Deciduous Forest","25 Canerouth Dr, Etobicoke. Not sure if planted.",Not sure,0,7/27/2018,43.646988,-79.583587,,,,,,,,,,,9/12/2018,N/A,N/A,N/A,N/A,0,N/A,0,None of the gardens had milkweed; might have missed it
AS074,MW060,1,First inflorescence too old,First inflorescence too old,First inflorescence too old,Second inflorescence too old,Second inflorescence too old,Second inflorescence too old,No third inflorescence,No third inflorescence,No third inflorescence,9000,265,N,"Grassland/Herbaceous
Developed, High Intensity
Barren Land",Lot to be developed. Extends south on Satellite Dr.,Mid-Late,3,7/27/2018,43.654607,-79.607519,,,,,,,,,,,9/12/2018,95,4,3,yes,1,yes,1,
AS074,MW060,2,First inflorescence too old,First inflorescence too old,First inflorescence too old,Second inflorescence too old,Second inflorescence too old,Second inflorescence too old,No third inflorescence,No third inflorescence,No third inflorescence,9000,265,N,"Grassland/Herbaceous
Developed, High Intensity
Barren Land",Lot to be developed. Extends south on Satellite Dr.,Mid-Late,3,7/27/2018,43.654607,-79.607519,,,,,,,,,,,9/12/2018,84,4,4,yes,1,yes,1,
AS074,MW060,3,First inflorescence too old,First inflorescence too old,First inflorescence too old,Second inflorescence too old,Second inflorescence too old,Second inflorescence too old,Third inflorescence too old,Third inflorescence too old,Third inflorescence too old,9000,265,N,"Grassland/Herbaceous
Developed, High Intensity
Barren Land",Lot to be developed. Extends south on Satellite Dr.,Mid-Late,6,7/27/2018,43.654607,-79.607519,,,,,,,,,,,9/12/2018,71,1,1,yes,1,yes,1,
AS074,MW060,4,1,0,0,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,9000,265,N,"Grassland/Herbaceous
Developed, High Intensity
Barren Land",Lot to be developed. Extends south on Satellite Dr.,Mid-Late,0,7/27/2018,43.654607,-79.607519,,,,,,,,,,,9/12/2018,94,7,4,yes,1,yes,1,
AS074,MW060,5,First inflorescence too old,First inflorescence too old,First inflorescence too old,Second inflorescence too old,Second inflorescence too old,Second inflorescence too old,Third inflorescence too old,Third inflorescence too old,Third inflorescence too old,9000,265,N,"Grassland/Herbaceous
Developed, High Intensity
Barren Land",Lot to be developed. Extends south on Satellite Dr.,Mid-Late,0,7/27/2018,43.654607,-79.607519,,,,,,,,,,,9/12/2018,70,2,3,yes,1,yes,1,
AS075,MW061,1,0,1,2,0,0,0,1,1,0,6000,100,N,"Grassland/Herbaceous
Deciduous Forest",Just north of overpass on trail. Patch on left side of trail and further down on right side. Many ants seen. Weevils present at waypoint.,Mid-Late,0,7/27/2018,43.651476,-79.617876,,,,,,,,,,,9/12/2018,110,1,3,yes,1,yes,1,
AS075,MW061,2,2,2,3,0,1,2,1,1,2,6000,100,N,"Grassland/Herbaceous
Deciduous Forest",Just north of overpass on trail. Patch on left side of trail and further down on right side. Many ants seen. Weevils present at waypoint.,Mid-Late,0,7/27/2018,43.651476,-79.617876,,,,,,,,,,,9/12/2018,104,2,2,yes,1,yes,1,
AS075,MW061,3,2,1,1,3,1,1,0,1,0,6000,100,N,"Grassland/Herbaceous
Deciduous Forest",Just north of overpass on trail. Patch on left side of trail and further down on right side. Many ants seen. Weevils present at waypoint.,Mid-Late,0,7/27/2018,43.651476,-79.617876,,,,,,,,,,,9/12/2018,110,1,2,yes,1,yes,1,
AS075,MW061,4,1,4,2,2,0,0,0,0,0,6000,100,N,"Grassland/Herbaceous
Deciduous Forest",Just north of overpass on trail. Patch on left side of trail and further down on right side. Many ants seen. Weevils present at waypoint.,Mid-Late,0,7/27/2018,43.651476,-79.617876,,,,,,,,,,,9/12/2018,97,7,3,yes,1,yes,1,
AS075,MW061,5,0,1,1,2,2,2,1,0,1,6000,100,N,"Grassland/Herbaceous
Deciduous Forest",Just north of overpass on trail. Patch on left side of trail and further down on right side. Many ants seen. Weevils present at waypoint.,Mid-Late,0,7/27/2018,43.651476,-79.617876,,,,,,,,,,,9/12/2018,120,4,3,yes,1,yes,1,
AS076,MW062,1,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,60,36,N,"Developed, High Intensity
Scrub/Shrub",,Late,0,7/27/2018,43.637760,-79.635241,,,,,,,,,,,9/12/2018,N/A,N/A,N/A,N/A,0,N/A,0,No milkweed; may have been mown
AS076,MW062,2,Undeveloped first inflorescence,Undeveloped first inflorescence,Undeveloped first inflorescence,Undeveloped second inflorescence,Undeveloped second inflorescence,Undeveloped second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,60,36,N,"Developed, High Intensity
Scrub/Shrub",,Late,0,7/27/2018,43.637760,-79.635241,,,,,,,,,,,9/12/2018,N/A,N/A,N/A,N/A,0,N/A,0,No milkweed; may have been mown
AS076,MW062,3,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,60,36,N,"Developed, High Intensity
Scrub/Shrub",,Late,0,7/27/2018,43.637760,-79.635241,,,,,,,,,,,9/12/2018,N/A,N/A,N/A,N/A,0,N/A,0,No milkweed; may have been mown
AS076,MW062,4,First inflorescence too old,First inflorescence too old,First inflorescence too old,Second inflorescence too old,Second inflorescence too old,Second inflorescence too old,Third inflorescence too old,Third inflorescence too old,Third inflorescence too old,60,36,N,"Developed, High Intensity
Scrub/Shrub",,Late,20,7/27/2018,43.637760,-79.635241,,,,,,,,,,,9/12/2018,N/A,N/A,N/A,N/A,0,N/A,0,No milkweed; may have been mown
AS076,MW062,5,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,60,36,N,"Developed, High Intensity
Scrub/Shrub",,Late,0,7/27/2018,43.637760,-79.635241,,,,,,,,,,,9/12/2018,N/A,N/A,N/A,N/A,0,N/A,0,No milkweed; may have been mown
AS077,MW063,1,First inflorescence too old,First inflorescence too old,First inflorescence too old,Second inflorescence too old,Second inflorescence too old,Second inflorescence too old,No third inflorescence,No third inflorescence,No third inflorescence,1250,200,N,"Grassland/Herbaceous
Developed, High Intensity
Barren Land","On left side, going to SportZone. Much herbivory observed. Many weevil attacks observed. Population expands to Matheson Blvd, just north and south of 403 overpass. (That area not included in total area and pop size columns.)",Early-Late,3,7/27/2018,43.628807,-79.652009,,,,,,,,,,,9/12/2018,64,3,2,yes,1,yes,1,"some pods at this location already opening on their own, many very brown"
AS077,MW063,2,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,1250,200,N,"Grassland/Herbaceous
Developed, High Intensity
Barren Land","On left side, going to SportZone. Much herbivory observed. Many weevil attacks observed. Population expands to Matheson Blvd, just north and south of 403 overpass. (That area not included in total area and pop size columns.)",Early-Late,9,7/27/2018,43.628807,-79.652009,,,,,,,,,,,9/12/2018,84,6,5,yes,1,yes,1,"some pods at this location already opening on their own, many very brown"
AS077,MW063,3,First inflorescence too old,First inflorescence too old,First inflorescence too old,Second inflorescence too old,Second inflorescence too old,Second inflorescence too old,No third inflorescence,No third inflorescence,No third inflorescence,1250,200,Y,"Grassland/Herbaceous
Developed, High Intensity
Barren Land","On left side, going to SportZone. Much herbivory observed. Many weevil attacks observed. Population expands to Matheson Blvd, just north and south of 403 overpass. (That area not included in total area and pop size columns.)",Early-Late,3,7/27/2018,43.628807,-79.652009,,,,,,,,,,,9/12/2018,89,6,4,yes,1,yes,1,"some pods at this location already opening on their own, many very brown"
AS077,MW063,4,0,1,0,0,0,0,Undeveloped third inflorescence,Undeveloped third inflorescence,Undeveloped third inflorescence,1250,200,Y,"Grassland/Herbaceous
Developed, High Intensity
Barren Land","On left side, going to SportZone. Much herbivory observed. Many weevil attacks observed. Population expands to Matheson Blvd, just north and south of 403 overpass. (That area not included in total area and pop size columns.)",Early-Late,0,7/27/2018,43.628807,-79.652009,,,,,,,,,,,9/12/2018,94,2,2,yes,1,yes,1,"some pods at this location already opening on their own, many very brown"
AS077,MW063,5,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,1250,200,N,"Grassland/Herbaceous
Developed, High Intensity
Barren Land","On left side, going to SportZone. Much herbivory observed. Many weevil attacks observed. Population expands to Matheson Blvd, just north and south of 403 overpass. (That area not included in total area and pop size columns.)",Early-Late,0,7/27/2018,43.628807,-79.652009,,,,,,,,,,,9/12/2018,99,4,7,yes,1,yes,1,"some pods at this location already opening on their own, many very brown"
AS078,MW064,1,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,1,2,N,"Developed, High Intensity
(Seeded field that looked razed for construction- cropland?)",By concrete curb near grass island.,Not sure,0,7/27/2018,43.626304,-79.673743,,,,,,,,,,,9/12/2018,38,0,0,yes,1,no,0,
AS078,MW064,2,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,1,2,N,"Developed, High Intensity
(Seeded field that looked razed for construction- cropland?)",By concrete curb near grass island.,Not sure,0,7/27/2018,43.626304,-79.673743,,,,,,,,,,,9/12/2018,42,0,0,yes,1,no,0,
AS079,MW065,1,3,3,3,2,4,3,3,2,5,20000,50,N,"Developed, High Intensity
(Seeded field that looked razed for construction- cropland?)",May be developed soon.,Early-Late,3,7/27/2018,43.618104,-79.701542,,,,,,,,,,,9/12/2018,N/A,N/A,N/A,N/A,0,N/A,0,"No milkweed seen, may have been mown?"
AS079,MW065,2,0,0,2,0,0,0,1,2,5,20000,50,N,"Developed, High Intensity
(Seeded field that looked razed for construction- cropland?)",May be developed soon.,Early-Late,8,7/27/2018,43.618104,-79.701542,,,,,,,,,,,9/12/2018,N/A,N/A,N/A,N/A,0,N/A,0,"No milkweed seen, may have been mown?"
AS079,MW065,3,1,1,0,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,20000,50,N,"Developed, High Intensity
(Seeded field that looked razed for construction- cropland?)",May be developed soon.,Early-Late,0,7/27/2018,43.618104,-79.701542,,,,,,,,,,,9/12/2018,N/A,N/A,N/A,N/A,0,N/A,0,"No milkweed seen, may have been mown?"
AS079,MW065,4,First inflorescence too old,First inflorescence too old,First inflorescence too old,Second inflorescence too old,Second inflorescence too old,Second inflorescence too old,No third inflorescence,No third inflorescence,No third inflorescence,20000,50,N,"Developed, High Intensity
(Seeded field that looked razed for construction- cropland?)",May be developed soon.,Early-Late,0,7/27/2018,43.618104,-79.701542,,,,,,,,,,,9/12/2018,N/A,N/A,N/A,N/A,0,N/A,0,"No milkweed seen, may have been mown?"
AS079,MW065,5,2,3,1,3,3,1,Third inflorescence too old,Third inflorescence too old,Third inflorescence too old,20000,50,N,"Developed, High Intensity
(Seeded field that looked razed for construction- cropland?)",May be developed soon.,Early-Late,0,7/27/2018,43.618104,-79.701542,,,,,,,,,,,9/12/2018,N/A,N/A,N/A,N/A,0,N/A,0,"No milkweed seen, may have been mown?"
AS080,MW066,1,First inflorescence too old,First inflorescence too old,First inflorescence too old,Second inflorescence too old,Second inflorescence too old,Second inflorescence too old,Third inflorescence too old,Third inflorescence too old,Third inflorescence too old,64,24,N,"Developed, Medium Intensity",Overgrown garden,Late,1,7/27/2018,43.613475,-79.705867,,,,,,,,,,,9/28/2018,N/A,N/A,N/A,yes,1,yes,1,"First visit in early Sept nobody answered; revisited and was able to collect but forgot to measure height, count pods/peduncles"
AS080,MW066,2,First inflorescence too old,First inflorescence too old,First inflorescence too old,Second inflorescence too old,Second inflorescence too old,Second inflorescence too old,No third inflorescence,No third inflorescence,No third inflorescence,64,24,N,"Developed, Medium Intensity",Overgrown garden,Late,1,7/27/2018,43.613475,-79.705867,,,,,,,,,,,9/28/2018,N/A,N/A,N/A,yes,1,yes,1,"First visit in early Sept nobody answered; revisited and was able to collect but forgot to measure height, count pods/peduncles"
AS080,MW066,3,First inflorescence too old,First inflorescence too old,First inflorescence too old,Second inflorescence too old,Second inflorescence too old,Second inflorescence too old,Third inflorescence too old,Third inflorescence too old,Third inflorescence too old,64,24,N,"Developed, Medium Intensity",Overgrown garden,Late,2,7/27/2018,43.613475,-79.705867,,,,,,,,,,,9/28/2018,N/A,N/A,N/A,yes,1,yes,1,"First visit in early Sept nobody answered; revisited and was able to collect but forgot to measure height, count pods/peduncles"
AS080,MW066,4,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,64,24,N,"Developed, Medium Intensity",Overgrown garden,Late,0,7/27/2018,43.613475,-79.705867,,,,,,,,,,,9/28/2018,N/A,N/A,N/A,yes,1,yes,1,"First visit in early Sept nobody answered; revisited and was able to collect but forgot to measure height, count pods/peduncles"
AS080,MW066,5,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,64,24,N,"Developed, Medium Intensity",Overgrown garden,Late,0,7/27/2018,43.613475,-79.705867,,,,,,,,,,,9/28/2018,N/A,N/A,N/A,yes,1,yes,1,"First visit in early Sept nobody answered; revisited and was able to collect but forgot to measure height, count pods/peduncles"
AS081,MW067,1,First inflorescence too old,First inflorescence too old,First inflorescence too old,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,180,36,Y,"Developed, Open Space
Deciduous Forest",Extends 90m from path leading to Tillsdown Dr to where it meets longer path parallel to river.,Late,0,7/27/2018,43.595802,-79.719547,,,,,,,,,,,9/12/2018,99,3,3,yes,1,yes,1,
AS081,MW067,2,First inflorescence too old,First inflorescence too old,First inflorescence too old,Second inflorescence too old,Second inflorescence too old,Second inflorescence too old,Third inflorescence too old,Third inflorescence too old,Third inflorescence too old,180,36,N,"Developed, Open Space
Deciduous Forest",Extends 90m from path leading to Tillsdown Dr to where it meets longer path parallel to river.,Late,0,7/27/2018,43.595802,-79.719547,,,,,,,,,,,9/12/2018,112,3,2,yes,1,yes,1,
AS081,MW067,3,First inflorescence too old,First inflorescence too old,First inflorescence too old,Second inflorescence too old,Second inflorescence too old,Second inflorescence too old,No third inflorescence,No third inflorescence,No third inflorescence,180,36,N,"Developed, Open Space
Deciduous Forest",Extends 90m from path leading to Tillsdown Dr to where it meets longer path parallel to river.,Late,3,7/27/2018,43.595802,-79.719547,,,,,,,,,,,9/12/2018,86,2,2,yes,1,yes,1,
AS081,MW067,4,First inflorescence too old,First inflorescence too old,First inflorescence too old,Second inflorescence too old,Second inflorescence too old,Second inflorescence too old,No third inflorescence,No third inflorescence,No third inflorescence,180,36,Y,"Developed, Open Space
Deciduous Forest",Extends 90m from path leading to Tillsdown Dr to where it meets longer path parallel to river.,Late,2,7/27/2018,43.595802,-79.719547,,,,,,,,,,,9/12/2018,90,2,2,yes,1,yes,1,
AS081,MW067,5,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,180,36,Y,"Developed, Open Space
Deciduous Forest",Extends 90m from path leading to Tillsdown Dr to where it meets longer path parallel to river.,Late,0,7/27/2018,43.595802,-79.719547,,,,,,,,,,,9/12/2018,93,4,2,yes,1,yes,1,
AS082,MW068,1,First inflorescence too old,First inflorescence too old,First inflorescence too old,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,1000,24,N,"Grassland/Herbaceous
Developed, High Intensity",Erin Mills Bus Station,Late,0,7/27/2018,43.553597,-79.699608,,,,,,,,,,,9/14/2018,89,3,2,yes,1,yes,1,Only found 4 plants
AS082,MW068,2,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,1000,24,Y,"Grassland/Herbaceous
Developed, High Intensity",Erin Mills Bus Station,Late,6,7/27/2018,43.553597,-79.699608,,,,,,,,,,,9/14/2018,88,2,3,yes,1,yes,1,Only found 4 plants
AS082,MW068,3,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,1000,24,N,"Grassland/Herbaceous
Developed, High Intensity",Erin Mills Bus Station,Late,0,7/27/2018,43.553597,-79.699608,,,,,,,,,,,9/14/2018,94,0,0,yes,1,no,0,Only found 4 plants
AS082,MW068,4,First inflorescence too old,First inflorescence too old,First inflorescence too old,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,1000,24,N,"Grassland/Herbaceous
Developed, High Intensity",Erin Mills Bus Station,Late,4,7/27/2018,43.553597,-79.699608,,,,,,,,,,,9/14/2018,82,0,0,yes,1,no,0,Only found 4 plants
AS082,MW068,5,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,1000,24,N,"Grassland/Herbaceous
Developed, High Intensity",Erin Mills Bus Station,Late,0,7/27/2018,43.553597,-79.699608,,,,,,,,,,,9/14/2018,N/A,N/A,N/A,N/A,0,N/A,0,
AS083,MW069,1,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,1000,24,N,"Developed, Medium Intensity",5849 Glen Erin Dr. Extends to 2573 Quail Run.,Late,1,7/30/2018,43.571026,-79.733337,,,,,,,,,,,9/13/2018,N/A,N/A,N/A,N/A,0,N/A,0,Nobody answered door. Milkweed still present.
AS083,MW069,2,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,1000,24,N,"Developed, Medium Intensity",5849 Glen Erin Dr. Extends to 2573 Quail Run.,Late,5,7/30/2018,43.571026,-79.733337,,,,,,,,,,,9/13/2018,N/A,N/A,N/A,N/A,0,N/A,0,Nobody answered door. Milkweed still present.
AS083,MW069,3,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,1000,24,N,"Developed, Medium Intensity",5849 Glen Erin Dr. Extends to 2573 Quail Run.,Late,0,7/30/2018,43.571026,-79.733337,,,,,,,,,,,9/13/2018,N/A,N/A,N/A,N/A,0,N/A,0,Nobody answered door. Milkweed still present.
AS083,MW069,4,First inflorescence too old,First inflorescence too old,First inflorescence too old,Second inflorescence too old,Second inflorescence too old,Second inflorescence too old,Third inflorescence too old,Third inflorescence too old,Third inflorescence too old,1000,24,N,"Developed, Medium Intensity",5849 Glen Erin Dr. Extends to 2573 Quail Run.,Late,0,7/30/2018,43.571026,-79.733337,,,,,,,,,,,9/13/2018,N/A,N/A,N/A,N/A,0,N/A,0,Nobody answered door. Milkweed still present.
AS083,MW069,5,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,1000,24,N,"Developed, Medium Intensity",5849 Glen Erin Dr. Extends to 2573 Quail Run.,Late,11,7/30/2018,43.571026,-79.733337,,,,,,,,,,,9/13/2018,N/A,N/A,N/A,N/A,0,N/A,0,Nobody answered door. Milkweed still present.
AS084,MW070,1,1,0,1,4,1,1,No third inflorescence,No third inflorescence,No third inflorescence,5,11,Y,"Developed, Medium Intensity",2613 Burnford Dr,Mid-Late,0,7/30/2018,43.564655,-79.720469,,,,,,,,,,,9/13/2018,N/A,N/A,N/A,N/A,0,N/A,0,Nobody answered door. Milkweed still present.
AS084,MW070,2,First inflorescence too old,First inflorescence too old,First inflorescence too old,Second inflorescence too old,Second inflorescence too old,Second inflorescence too old,Third inflorescence too old,Third inflorescence too old,Third inflorescence too old,5,11,N,"Developed, Medium Intensity",2613 Burnford Dr,Mid-Late,0,7/30/2018,43.564655,-79.720469,,,,,,,,,,,9/13/2018,N/A,N/A,N/A,N/A,0,N/A,0,Nobody answered door. Milkweed still present.
AS084,MW070,3,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,5,11,N,"Developed, Medium Intensity",2613 Burnford Dr,Mid-Late,1,7/30/2018,43.564655,-79.720469,,,,,,,,,,,9/13/2018,N/A,N/A,N/A,N/A,0,N/A,0,Nobody answered door. Milkweed still present.
AS084,MW070,4,First inflorescence too old,First inflorescence too old,First inflorescence too old,Second inflorescence too old,Second inflorescence too old,Second inflorescence too old,No third inflorescence,No third inflorescence,No third inflorescence,5,11,Y,"Developed, Medium Intensity",2613 Burnford Dr,Mid-Late,0,7/30/2018,43.564655,-79.720469,,,,,,,,,,,9/13/2018,N/A,N/A,N/A,N/A,0,N/A,0,Nobody answered door. Milkweed still present.
AS084,MW070,5,First inflorescence too old,First inflorescence too old,First inflorescence too old,Second inflorescence too old,Second inflorescence too old,Second inflorescence too old,Third inflorescence too old,Third inflorescence too old,Third inflorescence too old,5,11,N,"Developed, Medium Intensity",2613 Burnford Dr,Mid-Late,0,7/30/2018,43.564655,-79.720469,,,,,,,,,,,9/13/2018,N/A,N/A,N/A,N/A,0,N/A,0,Nobody answered door. Milkweed still present.
AS085,MW071,1,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,8000,175,N,"Developed, High Intensity
Shrub/Scrub",Alongside railroad tracks. Several misshapen/warped plants observed.,Late,11,7/30/2018,43.578900,-79.713398,,,,,,,,,,,9/12/2018,71,9,4,yes,1,yes,1,
AS085,MW071,2,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,8000,175,N,"Developed, High Intensity
Shrub/Scrub",Alongside railroad tracks. Several misshapen/warped plants observed.,Late,0,7/30/2018,43.578900,-79.713398,,,,,,,,,,,9/12/2018,63,3,3,yes,1,yes,1,
AS085,MW071,3,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,8000,175,N,"Developed, High Intensity
Shrub/Scrub",Alongside railroad tracks. Several misshapen/warped plants observed.,Late,0,7/30/2018,43.578900,-79.713398,,,,,,,,,,,9/12/2018,104,10,4,yes,1,yes,1,
AS085,MW071,4,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,8000,175,Y,"Developed, High Intensity
Shrub/Scrub",Alongside railroad tracks. Several misshapen/warped plants observed.,Late,0,7/30/2018,43.578900,-79.713398,,,,,,,,,,,9/12/2018,74,18,7,yes,1,yes,1,"plants 4, 5 < 3m apart"
AS085,MW071,5,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,8000,175,N,"Developed, High Intensity
Shrub/Scrub",Alongside railroad tracks. Several misshapen/warped plants observed.,Late,3,7/30/2018,43.578900,-79.713398,,,,,,,,,,,9/12/2018,55,6,4,yes,1,yes,1,"plants 4, 5 < 3m apart"
AS086,MW072,1,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,300,46,N,"Developed, Medium Intensity
Developed, Open Space",5939 Questman Hollow. Population extends to May Meadow Park.,Not sure,0,7/30/2018,43.554564,-79.756834,,,,,,,,,,,9/12/2018,N/A,N/A,N/A,N/A,0,N/A,0,"nobody answered, milkweed still present"
AS086,MW072,2,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,300,46,N,"Developed, Medium Intensity
Developed, Open Space",5939 Questman Hollow. Population extends to May Meadow Park.,Not sure,0,7/30/2018,43.554564,-79.756834,,,,,,,,,,,9/12/2018,N/A,N/A,N/A,N/A,0,N/A,0,"nobody answered, milkweed still present"
